date,link_name,name,surname,race,role,region,quote,lane,date_release,image,image_spell_1,image_spell_2,image_spell_3,image_spell_4,image_passive
2030-04-26,bard,Ryze,Gardien errant,,Support,Runeterra,« Le carillon de ses pas est l'écho du changement. »,Support,2015-03-12,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Bard_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BardQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BardW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BardE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BardR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Bard_Passive.png
2030-06-24,belveth,Bel'Veth,Impératrice du Néant,,Combattant,Le Néant,"« Ce monde ne sera pas oublié. Je le remplacerai, tel un enfant dévorant ses parents. »",Jungle,2022-06-09,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Belveth_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BelvethQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BelvethW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BelvethE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BelvethR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Belveth_Passive.png
2030-05-11,blitzcrank,Blitzcrank,Golem de vapeur,,Tank,Zaun,« L'ACTION D'UN SEUL ROUAGE PEUT FAIRE TOUTE LA DIFFÉRENCE. »,Support,2009-09-02,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Blitzcrank_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/RocketGrab.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/Overdrive.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/PowerFist.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/StaticField.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Blitzcrank_ManaBarrier.png
2030-02-02,brand,Brand,Vengeur flamboyant,,Mage,Runeterra,"« Ces lieux brûleront, pas en raison de cendres portées par le vent ou du souffle des braises, mais en raison de la vengeance que portent mes mains. »",Mid,2011-04-12,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Brand_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BrandQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BrandW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BrandE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BrandR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/BrandP.png
2030-11-14,braum,Braum,Cœur de Freljord,,Support,Freljord,"« Aujourd'hui, nous nous combattons. Peut-être demain serons-nous alliés ! »",Support,2014-05-12,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Braum_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BraumQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BraumW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BraumE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BraumRWrapper.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Braum_Passive.png
2030-03-15,briar,Briar,Faim insatiable,,Combattant,Noxus,"« Je perds pas le contrôle, c'est le contrôle qui me perd ! »",Jungle,2023-09-14,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Briar_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BriarQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BriarW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BriarE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/BriarR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/BriarP.png
2030-12-22,caitlyn,Caitlyn,Shérif de Piltover,,Tireur,Piltover,« Le meilleur chasseur est celui qui est capable de réfléchir comme sa proie. »,ADC,2011-01-04,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Caitlyn_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CaitlynQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CaitlynW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CaitlynE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CaitlynR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Caitlyn_Headshot.png
2030-06-30,camille,Camille,Ombre d'acier,,Combattant,Piltover,« La précision est ce qui différencie le boucher du chirurgien. »,Top,2016-12-07,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Camille_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CamilleQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CamilleW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CamilleE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CamilleR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Camille_Passive.png
2030-02-12,cassiopeia,Cassiopeia,Étreinte du serpent,,Mage,Noxus,« Les secrets sont plus tranchants que les lames… »,Mid,2010-12-14,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Cassiopeia_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CassiopeiaQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CassiopeiaW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CassiopeiaE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CassiopeiaR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Cassiopeia_Passive.png
2030-05-15,chogath,Cho'Gath,Terreur noire,,Tank,Le Néant,« Ton âme nourrira le Néant. »,Top,2009-06-26,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Chogath_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/Rupture.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FeralScream.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/VorpalSpikes.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/Feast.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/GreenTerror_TailSpike.png
2030-08-16,corki,Corki,Artilleur téméraire,,Tireur,Bandle,« La mort venue d'en haut ! »,Mid,2009-09-19,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Corki_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/PhosphorusBomb.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/CarpetBomb.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GGun.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/MissileBarrage.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Corki_RapidReload.png
2030-05-04,darius,Darius,Main de Noxus,,Combattant,Noxus,« L'histoire ne se souvient que des vainqueurs. Rejoignez Noxus et entrez à jamais dans les mémoires. »,Top,2012-05-23,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Darius_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DariusCleave.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DariusNoxianTacticsONH.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DariusAxeGrabCone.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DariusExecute.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Darius_Icon_Hemorrhage.png
2030-01-29,diana,Diana,Mépris de la lune,,Combattant,Targon,« Je suis la lumière qui palpite au cœur de la lune. »,Jungle,2012-08-07,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Diana_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DianaQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DianaOrbs.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DianaTeleport.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DianaR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Diana_Passive_LunarBlade.png
2030-08-20,draven,Draven,Glorieux exécuteur,,Tireur,Noxus,"« Le ""meilleur"" dépend de mes exigences du jour. »",ADC,2012-06-06,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Draven_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DravenSpinning.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DravenFury.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DravenDoubleShot.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DravenRCast.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Draven_passive.png
2030-09-04,drmundo,Dr. Mundo,Dément de Zaun,,Combattant,Zaun,« Moi suis sûrement bon docteur. Les patients reviennent jamais. »,Top,2009-09-02,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/DrMundo_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DrMundoQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DrMundoW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DrMundoE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/DrMundoR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/DrMundo_P.png
2030-06-16,ekko,Ekko,Fractureur du temps,,Assassin,Zaun,« Mes inventions marchent mieux quand elles ne fonctionnent pas comme prévu. C'est-à-dire à peu près tout le temps. »,Jungle,2015-05-29,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ekko_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EkkoQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EkkoW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EkkoE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EkkoR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Ekko_P.png
2030-06-18,elise,Elise,Reine araignée,,Mage,Îles obscures,"« La beauté aussi est une force, qui peut frapper plus vivement qu'une épée. »",Jungle,2012-10-26,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Elise_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EliseHumanQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EliseHumanW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EliseHumanE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EliseR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/ElisePassive.png
2030-01-31,evelynn,Evelynn,Démon sadique,,Assassin,Runeterra,"« Vous êtes libre, ce soir ? Que diriez-vous de faire couler à flots toute la souffrance qui est en vous ? »",Jungle,2009-05-01,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Evelynn_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EvelynnQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EvelynnW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EvelynnE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EvelynnR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Evelynn_Passive.png
2030-03-26,ezreal,Ezreal,Explorateur prodigue,,Tireur,Piltover,"« Si on veut briser les règles, il faut commencer par les connaître. »",ADC,2010-03-16,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Ezreal_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EzrealQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EzrealW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EzrealE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/EzrealR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Ezreal_RisingSpellForce.png
2030-07-01,fiddlesticks,Victime inconnue,Effroi nocturne,,Mage,Runeterra,« Il nous chasse. Il sait de quoi nous avons peur. »,Jungle,2009-02-21,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiddlesticks_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FiddleSticksQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FiddleSticksW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FiddleSticksE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FiddleSticksR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/FiddlesticksP.png
2030-10-30,fiora,Fiora,Sublime bretteuse,,Combattant,Demacia,"« Je viens vous tuer parce que l'honneur l'exige. Et quoi que vous en soyez dépourvu, vous allez mourir. »",Top,2012-02-29,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fiora_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FioraQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FioraW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FioraE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FioraR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Fiora_P.png
2030-02-08,fizz,Fizz,Filou des mers,,Assassin,Runeterra,« Ce que vous êtes ennuyeux... Vous ne savez même pas respirer sous l'eau. »,Mid,2011-11-15,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Fizz_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FizzQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FizzW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FizzE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/FizzR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Fizz_P.png
2030-07-11,galio,Galio,Colosse,,Tank,Demacia,"« Derrière moi, Demaciens ! Je suis assez grand pour vous protéger tous. »",Mid,2010-08-10,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Galio_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GalioQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GalioW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GalioE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GalioR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Galio_Passive.png
2030-05-28,gangplank,Gangplank,Fléau des mers,,Combattant,Bilgewater,"« Je tranchais des gorges et je coulais des galères de guerre noxiennes quand tu jouais encore avec des bateaux en papier, jeune bigaille. Écarte-toi de mon chemin, c'est un conseil. »",Top,2009-08-19,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gangplank_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GangplankQWrapper.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GangplankW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GangplankE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GangplankR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Gangplank_Passive.png
2030-06-08,garen,Garen,Force de Demacia,,Combattant,Demacia,« Ce royaume et son peuple m'ont donné tout ce que je possède. Quel genre d'homme serais-je si je ne leur consacrais pas ma vie en retour ? »,Top,2010-04-27,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Garen_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GarenQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GarenW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GarenE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GarenR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Garen_Passive.png
2030-03-19,gnar,Gnar,Chaînon manquant,,Combattant,Freljord,« Gnar ! »,Top,2014-08-14,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gnar_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GnarQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GnarW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GnarE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GnarR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Gnar_Passive.png
2030-01-06,gragas,Gragas,Agitateur,,Combattant,Freljord,"« Bois un coup, ça te donnera du poil au menton ! »",Top,2010-02-02,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gragas_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GragasQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GragasW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GragasE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GragasR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/GragasPassiveHeal.png
2030-08-14,graves,Graves,Hors-la-loi,,Tireur,Bilgewater,"« On est là pour votre or, pas pour vos têtes, alors ne jouez pas aux héros. »",Jungle,2011-10-19,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Graves_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GravesQLineSpell.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GravesSmokeGrenade.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GravesMove.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GravesChargeShot.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/GravesTrueGrit.png
2030-11-23,gwen,Gwen,Couturière sacrée,,Combattant,Îles obscures,« Le vent qui caresse mon dos est si agréable. Je ne puis point perdre. »,Top,2021-04-15,https://ddragon.leagueoflegends.com/cdn/img/champion/splash/Gwen_0.jpg,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GwenQ.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GwenW.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GwenE.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/spell/GwenR.png,https://ddragon.leagueoflegends.com/cdn/14.19.1/img/passive/Gwen_Passive.png
